Day,Archibald the Wise,Archiwise the Bald,Averill,Azeru,Boltholopew,Burova,Cayn,Danny Nova,Dankon Ground,Gnarck,Gouberi,Lomerius Xardus,Moon Finder,Nettie Silver,Penta Vasi,Ricewined,Tehami Darke,Yungreen,Zancro,Zeledin Zura
2421,N/A,7,N/A,N/A,N/A,12,6,N/A,N/A,N/A,N/A,8,4,4,N/A,N/A,6,N/A,N/A,N/A
2422,N/A,5,N/A,7,N/A,12,N/A,N/A,N/A,N/A,N/A,5,11,6,N/A,N/A,10,N/A,N/A,N/A
2423,N/A,5,N/A,8,N/A,12,N/A,4,10,N/A,N/A,5,7,9,N/A,N/A,6,N/A,N/A,N/A
2424,N/A,5,N/A,9,N/A,4,N/A,10,N/A,N/A,N/A,5,10,8,N/A,N/A,6,N/A,N/A,N/A
2425,N/A,7,5,N/A,6,4,10,N/A,N/A,N/A,N/A,8,1,10,N/A,N/A,6,N/A,N/A,N/A
2426,N/A,N/A,N/A,11,10,4,N/A,5,N/A,N/A,N/A,6,N/A,11,N/A,N/A,6,N/A,N/A,N/A
2427,N/A,N/A,N/A,12,11,12,N/A,2,N/A,N/A,N/A,6,11,12,N/A,6,6,N/A,5,N/A
2428,N/A,7,N/A,N/A,N/A,4,1,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,6,N/A,N/A,N/A
2429,N/A,7,N/A,2,N/A,12,N/A,N/A,N/A,N/A,N/A,5,8,9,N/A,6,6,N/A,N/A,N/A
2430,N/A,5,N/A,3,N/A,12,N/A,N/A,N/A,N/A,N/A,6,6,5,N/A,10,6,N/A,N/A,N/A
2431,N/A,5,N/A,N/A,N/A,4,4,N/A,3,N/A,N/A,7,6,4,N/A,6,6,N/A,N/A,N/A
2432,N/A,7,N/A,5,N/A,12,N/A,N/A,N/A,N/A,N/A,7,1,5,N/A,N/A,8,N/A,N/A,N/A
2433,N/A,7,7,N/A,6,12,6,N/A,N/A,N/A,N/A,6,10,12,N/A,N/A,6,N/A,N/A,N/A
2434,N/A,N/A,N/A,7,10,12,N/A,N/A,N/A,N/A,N/A,N/A,10,10,N/A,N/A,6,N/A,N/A,N/A
2435,N/A,N/A,N/A,8,11,4,N/A,1,N/A,N/A,N/A,6,6,12,N/A,N/A,6,N/A,3,N/A
2436,N/A,7,N/A,N/A,N/A,4,9,N/A,11,N/A,N/A,6,10,12,N/A,N/A,6,N/A,N/A,N/A
2437,N/A,5,N/A,10,N/A,12,N/A,N/A,5,N/A,N/A,6,6,3,N/A,6,4,N/A,N/A,N/A
2438,N/A,7,N/A,11,N/A,4,N/A,N/A,N/A,N/A,N/A,5,2,11,N/A,7,11,N/A,N/A,N/A
2439,N/A,5,N/A,12,N/A,4,N/A,2,N/A,N/A,N/A,6,N/A,12,N/A,4,6,N/A,N/A,N/A
2440,N/A,7,6,N/A,N/A,4,1,N/A,6,N/A,N/A,6,2,8,N/A,N/A,6,N/A,10,N/A
2441,N/A,7,N/A,2,7,4,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,N/A,8,N/A,N/A,N/A
2442,N/A,N/A,N/A,N/A,11,12,3,2,N/A,N/A,N/A,6,6,10,N/A,N/A,6,N/A,N/A,N/A
2443,N/A,N/A,N/A,N/A,9,12,4,N/A,N/A,N/A,N/A,5,5,9,N/A,N/A,6,N/A,1,N/A
2444,N/A,5,N/A,5,N/A,12,N/A,N/A,N/A,N/A,N/A,5,6,12,N/A,N/A,11,N/A,N/A,N/A
2445,N/A,5,N/A,N/A,N/A,4,6,5,10,N/A,N/A,6,N/A,9,N/A,N/A,6,N/A,N/A,N/A
2446,N/A,5,N/A,7,N/A,4,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,N/A,11,N/A,8,N/A
2447,N/A,5,N/A,N/A,N/A,4,8,N/A,N/A,N/A,N/A,5,6,10,N/A,N/A,6,N/A,N/A,N/A
2448,N/A,5,4,9,N/A,12,N/A,N/A,N/A,N/A,N/A,6,9,12,N/A,6,6,N/A,N/A,N/A
2449,N/A,5,N/A,10,10,N/A,N/A,8,5,N/A,6,6,11,10,N/A,3,6,N/A,N/A,N/A
2450,N/A,N/A,N/A,11,10,N/A,N/A,N/A,N/A,N/A,6,6,4,12,N/A,9,6,N/A,N/A,N/A
2451,N/A,N/A,N/A,12,8,N/A,N/A,N/A,N/A,N/A,6,6,1,2,N/A,6,6,N/A,N/A,N/A
2452,N/A,5,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,6,4,11,N/A,9,6,N/A,10,N/A
2453,N/A,7,N/A,N/A,N/A,N/A,2,1,N/A,N/A,6,6,N/A,9,N/A,N/A,6,N/A,N/A,N/A
2454,N/A,5,N/A,3,N/A,N/A,N/A,3,N/A,N/A,6,7,8,10,N/A,N/A,6,N/A,N/A,N/A
2455,N/A,5,N/A,N/A,N/A,N/A,4,10,N/A,N/A,6,6,7,8,N/A,N/A,6,N/A,N/A,N/A
2456,N/A,7,6,5,N/A,N/A,N/A,N/A,N/A,N/A,6,7,N/A,10,N/A,N/A,6,N/A,N/A,N/A
2457,N/A,5,N/A,6,6,N/A,N/A,4,N/A,N/A,6,5,9,4,N/A,N/A,6,N/A,N/A,N/A
2458,N/A,N/A,N/A,7,10,N/A,N/A,N/A,N/A,N/A,6,6,6,3,N/A,N/A,6,N/A,N/A,N/A
2459,N/A,N/A,N/A,N/A,11,N/A,8,N/A,N/A,N/A,6,6,N/A,9,N/A,N/A,9,N/A,N/A,N/A
2460,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,6,N/A,11,N/A,N/A,7,N/A,N/A,N/A
2461,N/A,5,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,6,6,9,4,N/A,N/A,6,N/A,N/A,N/A
2462,N/A,7,N/A,N/A,N/A,N/A,11,9,2,N/A,6,5,6,12,N/A,N/A,7,N/A,N/A,N/A
2463,N/A,7,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,6,6,4,6,N/A,N/A,6,N/A,N/A,N/A
2464,N/A,7,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,6,3,11,N/A,6,6,N/A,N/A,N/A
2465,N/A,5,6,2,10,N/A,N/A,2,N/A,N/A,6,6,N/A,12,N/A,10,6,N/A,N/A,N/A
2466,N/A,N/A,N/A,N/A,10,N/A,3,N/A,N/A,N/A,6,6,2,10,N/A,6,6,N/A,11,N/A
2467,N/A,N/A,N/A,4,11,N/A,N/A,N/A,N/A,N/A,6,N/A,9,12,N/A,6,6,N/A,N/A,N/A
2468,N/A,5,N/A,N/A,N/A,N/A,5,N/A,5,N/A,6,6,8,11,N/A,N/A,6,N/A,1,N/A
2469,N/A,7,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,6,7,8,11,N/A,N/A,10,N/A,N/A,N/A
2470,N/A,5,N/A,N/A,N/A,N/A,7,6,N/A,N/A,6,6,11,11,N/A,N/A,6,N/A,N/A,N/A
2471,N/A,7,N/A,N/A,N/A,N/A,8,3,N/A,N/A,6,6,10,12,N/A,N/A,9,N/A,N/A,N/A
2472,N/A,7,N/A,9,N/A,N/A,N/A,5,N/A,N/A,6,6,10,4,N/A,N/A,6,N/A,N/A,N/A
2473,N/A,7,N/A,N/A,11,N/A,10,2,10,N/A,6,6,8,9,N/A,N/A,6,N/A,N/A,N/A
2474,N/A,N/A,11,11,6,N/A,N/A,6,N/A,N/A,6,6,N/A,12,N/A,6,6,N/A,N/A,N/A
2475,N/A,N/A,N/A,N/A,7,N/A,12,10,N/A,N/A,6,6,8,10,N/A,6,6,N/A,N/A,N/A
2476,N/A,7,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,6,4,N/A,12,N/A,8,11,N/A,N/A,N/A
2477,N/A,5,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,6,6,9,12,N/A,N/A,6,N/A,6,N/A
2478,N/A,5,N/A,3,N/A,N/A,N/A,5,N/A,N/A,6,6,3,11,N/A,N/A,6,N/A,N/A,N/A
2479,N/A,7,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,6,6,10,10,N/A,N/A,6,N/A,N/A,N/A
2480,N/A,7,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,6,6,N/A,11,N/A,N/A,6,N/A,N/A,N/A
2481,N/A,5,N/A,6,10,N/A,N/A,N/A,N/A,N/A,6,6,N/A,9,N/A,N/A,6,N/A,9,N/A
2482,N/A,N/A,7,7,8,N/A,N/A,N/A,N/A,N/A,6,N/A,1,3,N/A,N/A,9,N/A,N/A,N/A
2483,N/A,N/A,N/A,N/A,7,N/A,8,N/A,5,N/A,6,6,11,10,N/A,N/A,6,N/A,4,N/A
2484,N/A,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,4,1,7,N/A,6,6,N/A,N/A,N/A
2485,N/A,5,N/A,10,N/A,N/A,N/A,2,N/A,N/A,6,6,9,10,N/A,N/A,6,N/A,N/A,N/A
2486,N/A,5,N/A,11,N/A,N/A,N/A,2,N/A,N/A,6,6,11,12,N/A,N/A,6,N/A,N/A,N/A
2487,N/A,7,N/A,12,N/A,N/A,N/A,4,N/A,N/A,6,5,11,4,N/A,N/A,6,N/A,N/A,N/A
2488,N/A,5,N/A,1,N/A,N/A,N/A,3,5,N/A,6,6,11,10,N/A,N/A,9,N/A,7,N/A
2489,N/A,7,6,2,8,N/A,N/A,N/A,N/A,N/A,6,5,10,8,N/A,N/A,6,N/A,N/A,N/A
2490,N/A,N/A,N/A,3,7,N/A,N/A,N/A,N/A,N/A,6,6,1,12,N/A,N/A,6,N/A,N/A,N/A
2491,N/A,N/A,N/A,4,9,N/A,N/A,5,N/A,N/A,6,N/A,N/A,12,N/A,N/A,6,N/A,N/A,N/A
2492,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,6,6,11,12,N/A,N/A,6,N/A,N/A,N/A
2493,N/A,5,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,6,6,7,7,N/A,N/A,11,N/A,N/A,N/A
2494,N/A,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,6,6,5,9,N/A,N/A,6,N/A,N/A,N/A
2495,N/A,5,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,6,5,2,10,N/A,N/A,6,N/A,N/A,N/A
2496,N/A,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,5,1,9,N/A,N/A,6,N/A,N/A,N/A
2497,N/A,5,N/A,N/A,11,N/A,10,N/A,N/A,N/A,6,6,N/A,12,N/A,N/A,6,N/A,6,N/A
2498,N/A,N/A,N/A,N/A,10,N/A,11,N/A,N/A,N/A,6,5,6,8,N/A,N/A,6,N/A,3,N/A
2499,N/A,N/A,N/A,12,10,N/A,N/A,N/A,N/A,N/A,6,6,1,9,N/A,N/A,11,N/A,N/A,N/A
2500,N/A,7,5,1,N/A,N/A,N/A,N/A,N/A,N/A,6,6,10,11,N/A,N/A,9,N/A,N/A,N/A
2501,N/A,5,N/A,2,N/A,N/A,N/A,1,N/A,N/A,6,6,7,6,N/A,N/A,6,N/A,N/A,N/A
2502,N/A,5,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,6,5,10,6,N/A,N/A,6,N/A,N/A,N/A
2503,N/A,5,N/A,N/A,N/A,N/A,4,7,N/A,N/A,6,6,9,12,N/A,N/A,8,N/A,N/A,N/A
2504,N/A,5,N/A,5,N/A,N/A,N/A,8,N/A,N/A,6,6,N/A,12,N/A,N/A,7,N/A,N/A,N/A
2505,N/A,5,N/A,6,11,N/A,N/A,N/A,N/A,N/A,6,5,2,8,N/A,N/A,6,N/A,4,N/A
2506,N/A,N/A,2,7,8,N/A,N/A,N/A,N/A,N/A,6,N/A,11,10,N/A,N/A,6,N/A,N/A,N/A
2507,N/A,N/A,N/A,8,10,N/A,N/A,N/A,N/A,N/A,6,6,N/A,12,N/A,N/A,6,N/A,N/A,N/A
2508,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,5,7,9,N/A,N/A,6,N/A,4,N/A
2509,N/A,5,N/A,N/A,N/A,N/A,10,1,N/A,N/A,6,6,7,11,N/A,N/A,6,N/A,2,N/A
2510,N/A,7,N/A,11,N/A,N/A,N/A,4,N/A,N/A,6,5,N/A,10,N/A,N/A,6,N/A,5,N/A
2511,N/A,7,N/A,N/A,N/A,N/A,12,8,N/A,N/A,6,6,1,12,N/A,N/A,6,N/A,11,N/A
2512,N/A,5,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,6,6,10,5,N/A,N/A,5,N/A,N/A,N/A
2513,N/A,7,N/A,2,9,N/A,N/A,N/A,N/A,N/A,6,6,7,12,N/A,N/A,5,N/A,7,N/A
2514,N/A,N/A,N/A,3,9,N/A,N/A,N/A,N/A,N/A,6,N/A,1,10,N/A,N/A,7,N/A,N/A,N/A
2515,N/A,N/A,N/A,N/A,6,N/A,4,N/A,1,N/A,6,6,N/A,7,N/A,N/A,6,N/A,N/A,N/A
2516,N/A,5,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,6,6,3,11,N/A,N/A,9,N/A,N/A,N/A
2517,N/A,7,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,6,7,6,10,N/A,N/A,11,N/A,N/A,N/A
2518,N/A,5,N/A,7,N/A,N/A,N/A,2,N/A,N/A,6,7,N/A,11,N/A,N/A,6,N/A,9,N/A
2519,N/A,5,6,8,N/A,N/A,N/A,1,N/A,N/A,6,7,1,11,N/A,N/A,6,N/A,N/A,N/A
2520,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,6,2,6,N/A,N/A,6,N/A,N/A,N/A
2521,N/A,5,N/A,N/A,5,N/A,10,N/A,N/A,N/A,6,7,9,9,N/A,N/A,6,N/A,11,N/A
2522,N/A,N/A,N/A,N/A,7,N/A,11,5,N/A,N/A,6,5,3,8,N/A,N/A,6,N/A,N/A,N/A
2523,N/A,N/A,N/A,N/A,9,N/A,12,5,N/A,N/A,6,5,7,12,N/A,N/A,6,N/A,4,N/A
2524,N/A,5,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,5,N/A,6,N/A,N/A,6,N/A,N/A,N/A
2525,N/A,5,6,2,N/A,N/A,N/A,N/A,7,N/A,6,6,10,8,N/A,N/A,6,N/A,N/A,N/A
2526,N/A,7,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,6,5,9,10,N/A,N/A,6,N/A,N/A,N/A
2527,N/A,5,N/A,4,N/A,N/A,N/A,2,N/A,N/A,6,5,N/A,11,N/A,N/A,6,N/A,N/A,N/A
2528,N/A,5,N/A,5,N/A,N/A,N/A,N/A,5,N/A,6,6,N/A,12,N/A,N/A,10,N/A,N/A,N/A
2529,N/A,5,N/A,6,10,N/A,N/A,4,N/A,N/A,6,5,8,10,N/A,N/A,6,N/A,N/A,N/A
2530,N/A,N/A,N/A,7,4,N/A,N/A,5,N/A,N/A,6,7,N/A,8,N/A,N/A,6,N/A,N/A,N/A
2531,N/A,N/A,4,N/A,11,N/A,8,6,N/A,N/A,6,5,N/A,9,N/A,N/A,6,N/A,8,N/A
2532,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,6,7,11,12,N/A,N/A,6,N/A,N/A,N/A
2533,N/A,5,N/A,10,N/A,N/A,N/A,2,N/A,N/A,6,6,7,9,N/A,N/A,9,N/A,N/A,N/A
2534,N/A,7,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,6,6,N/A,12,N/A,N/A,6,N/A,N/A,N/A
2535,N/A,5,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,6,5,6,12,N/A,N/A,6,N/A,7,N/A
2536,N/A,7,N/A,1,N/A,N/A,N/A,2,N/A,N/A,6,7,3,9,N/A,N/A,6,N/A,N/A,N/A
2537,N/A,5,N/A,2,10,N/A,N/A,N/A,5,N/A,6,6,1,7,N/A,N/A,6,N/A,N/A,N/A
2538,N/A,N/A,2,N/A,4,N/A,3,N/A,N/A,N/A,6,6,10,12,N/A,N/A,8,N/A,2,N/A
2539,N/A,N/A,N/A,4,10,N/A,N/A,N/A,N/A,N/A,6,5,3,9,N/A,N/A,6,N/A,N/A,N/A
2540,N/A,7,N/A,5,N/A,N/A,N/A,N/A,5,N/A,6,4,9,7,N/A,N/A,10,N/A,2,N/A
2541,N/A,5,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,6,6,11,12,N/A,N/A,9,N/A,N/A,N/A
2542,N/A,7,N/A,7,N/A,N/A,N/A,9,N/A,N/A,6,6,10,9,N/A,N/A,9,N/A,N/A,N/A
2543,N/A,5,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,6,6,11,9,N/A,N/A,6,N/A,11,N/A
2544,N/A,7,N/A,9,N/A,N/A,N/A,2,N/A,N/A,6,6,7,11,N/A,N/A,7,N/A,11,N/A
2545,N/A,5,N/A,10,10,N/A,N/A,N/A,N/A,N/A,6,5,11,6,N/A,6,6,N/A,N/A,N/A
2546,N/A,N/A,N/A,11,7,N/A,N/A,N/A,N/A,N/A,6,5,11,11,N/A,N/A,9,N/A,10,N/A
2547,N/A,N/A,N/A,12,10,N/A,N/A,N/A,N/A,N/A,6,N/A,10,10,N/A,N/A,5,N/A,N/A,N/A
2548,N/A,5,6,N/A,N/A,N/A,1,N/A,N/A,N/A,6,6,7,9,N/A,N/A,6,N/A,9,N/A
2549,N/A,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,6,7,2,2,N/A,N/A,6,N/A,N/A,N/A
2550,N/A,7,N/A,3,N/A,N/A,N/A,3,N/A,N/A,6,6,10,9,N/A,N/A,6,N/A,N/A,N/A
2551,N/A,5,N/A,N/A,N/A,N/A,4,N/A,5,N/A,6,6,2,9,N/A,N/A,10,N/A,N/A,N/A
2552,N/A,5,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,6,5,9,12,N/A,N/A,6,N/A,1,N/A
2553,N/A,5,N/A,N/A,9,N/A,6,N/A,N/A,N/A,6,6,N/A,11,N/A,6,11,N/A,N/A,N/A
2554,N/A,N/A,N/A,7,11,N/A,N/A,5,N/A,N/A,6,7,11,3,N/A,6,6,N/A,N/A,N/A
2555,N/A,N/A,N/A,8,6,N/A,N/A,N/A,7,N/A,6,7,8,12,N/A,N/A,6,N/A,N/A,N/A
2556,N/A,5,6,9,N/A,N/A,N/A,1,8,N/A,N/A,5,6,7,N/A,N/A,6,N/A,N/A,N/A
2557,N/A,7,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,7,11,N/A,N/A,6,N/A,N/A,N/A
2558,N/A,7,N/A,11,N/A,N/A,N/A,3,N/A,N/A,N/A,5,9,8,N/A,6,6,N/A,N/A,N/A
2559,N/A,5,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,9,N/A,N/A,10,N/A,N/A,N/A
2560,N/A,7,N/A,N/A,N/A,N/A,1,N/A,11,N/A,N/A,6,7,10,N/A,6,6,N/A,N/A,N/A
2561,N/A,5,N/A,2,7,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,N/A,6,N/A,11,N/A
2562,N/A,N/A,N/A,3,10,N/A,N/A,4,N/A,N/A,N/A,6,N/A,12,N/A,6,6,N/A,N/A,N/A
2563,N/A,N/A,N/A,4,10,N/A,N/A,4,N/A,N/A,N/A,6,10,11,N/A,10,7,N/A,N/A,N/A
2564,N/A,7,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,6,10,4,N/A,N/A,6,N/A,N/A,N/A
2565,N/A,7,N/A,6,N/A,N/A,N/A,6,7,N/A,N/A,7,6,9,N/A,N/A,8,N/A,N/A,N/A
2566,N/A,5,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,9,3,N/A,6,6,N/A,N/A,N/A
2567,N/A,5,N/A,8,N/A,N/A,N/A,5,5,N/A,N/A,5,2,12,N/A,N/A,10,N/A,N/A,N/A
2568,N/A,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,6,11,11,N/A,N/A,10,N/A,N/A,N/A
2569,N/A,7,N/A,N/A,11,N/A,10,N/A,N/A,N/A,N/A,5,11,7,N/A,N/A,6,N/A,N/A,N/A
2570,N/A,N/A,N/A,N/A,8,N/A,11,N/A,N/A,N/A,N/A,6,9,8,N/A,N/A,6,N/A,N/A,N/A
2571,N/A,N/A,N/A,N/A,6,N/A,12,3,N/A,N/A,N/A,N/A,4,7,N/A,N/A,6,N/A,5,N/A
2572,N/A,7,1,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,6,10,12,N/A,N/A,8,N/A,N/A,N/A
2573,N/A,5,N/A,N/A,N/A,N/A,2,6,N/A,N/A,N/A,6,N/A,12,N/A,N/A,9,N/A,N/A,N/A
2574,N/A,7,N/A,3,N/A,N/A,N/A,6,N/A,N/A,N/A,6,11,7,N/A,N/A,6,N/A,5,N/A
2575,N/A,5,N/A,4,N/A,N/A,N/A,6,N/A,N/A,N/A,6,N/A,10,N/A,N/A,9,N/A,N/A,N/A
2576,N/A,5,N/A,5,N/A,N/A,N/A,N/A,5,N/A,N/A,6,N/A,8,N/A,N/A,8,N/A,N/A,N/A
2577,N/A,5,N/A,N/A,4,N/A,6,5,N/A,N/A,N/A,6,N/A,7,N/A,N/A,6,N/A,N/A,N/A
2578,N/A,N/A,6,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,7,N/A,6,6,N/A,N/A,N/A
2579,N/A,N/A,N/A,8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,8,N/A,6,6,N/A,7,N/A
2580,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,10,11,N/A,6,9,N/A,N/A,N/A
2581,N/A,5,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,6,10,8,N/A,9,6,N/A,N/A,N/A
2582,N/A,7,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,4,4,8,N/A,6,9,N/A,N/A,N/A
2583,N/A,5,N/A,N/A,N/A,N/A,12,3,N/A,N/A,N/A,5,N/A,8,N/A,N/A,6,N/A,N/A,N/A
2584,N/A,7,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,7,12,N/A,N/A,9,N/A,N/A,N/A
2585,N/A,7,N/A,2,11,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,N/A,8,N/A,N/A,N/A
2586,N/A,N/A,N/A,3,10,N/A,N/A,2,N/A,N/A,N/A,N/A,9,8,N/A,N/A,4,N/A,11,N/A
2587,N/A,N/A,N/A,N/A,9,N/A,4,N/A,N/A,N/A,N/A,6,9,10,N/A,N/A,6,N/A,N/A,N/A
2588,N/A,7,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,5,11,11,N/A,6,9,N/A,6,N/A
2589,N/A,5,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,6,9,N/A,4,6,N/A,N/A,N/A
2590,N/A,7,N/A,7,N/A,N/A,N/A,1,N/A,N/A,N/A,6,4,10,N/A,6,6,N/A,N/A,N/A
2591,N/A,7,N/A,8,N/A,N/A,N/A,3,N/A,N/A,N/A,6,11,3,N/A,6,5,N/A,N/A,N/A
2592,N/A,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,9,N/A,N/A,11,N/A,N/A,N/A
2593,N/A,7,N/A,N/A,8,N/A,10,N/A,5,N/A,N/A,4,11,12,N/A,N/A,6,N/A,N/A,N/A
2594,N/A,N/A,N/A,11,9,N/A,N/A,N/A,N/A,N/A,N/A,6,4,6,N/A,N/A,6,N/A,3,N/A
2595,N/A,N/A,N/A,12,9,N/A,N/A,N/A,N/A,N/A,N/A,6,4,12,N/A,N/A,6,N/A,N/A,N/A
2596,N/A,5,N/A,1,N/A,N/A,N/A,5,N/A,N/A,N/A,5,11,12,N/A,N/A,6,N/A,N/A,N/A
2597,N/A,5,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,5,9,12,N/A,6,8,N/A,N/A,N/A
2598,N/A,5,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,5,N/A,6,N/A,9,6,N/A,N/A,N/A
2599,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,9,12,N/A,10,11,N/A,N/A,N/A
2600,N/A,7,N/A,5,N/A,N/A,N/A,4,N/A,N/A,N/A,6,4,7,N/A,6,6,N/A,5,N/A
2601,N/A,5,N/A,N/A,9,N/A,6,2,N/A,N/A,N/A,5,9,10,N/A,6,9,N/A,N/A,N/A
2602,N/A,N/A,N/A,N/A,9,N/A,7,N/A,N/A,N/A,N/A,6,1,12,N/A,N/A,6,N/A,N/A,N/A
2603,N/A,N/A,N/A,8,8,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,7,N/A,6,6,N/A,N/A,N/A
2604,N/A,5,N/A,9,N/A,N/A,N/A,4,N/A,N/A,N/A,6,N/A,9,N/A,7,6,N/A,N/A,N/A
2605,N/A,5,7,10,N/A,N/A,N/A,N/A,3,N/A,N/A,6,9,12,N/A,6,6,N/A,N/A,N/A
2606,N/A,5,N/A,N/A,N/A,N/A,11,6,N/A,N/A,N/A,5,10,7,N/A,6,8,N/A,N/A,N/A
2607,N/A,7,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,12,N/A,8,6,N/A,N/A,N/A
2608,N/A,7,N/A,N/A,N/A,N/A,1,7,7,N/A,N/A,6,9,12,N/A,N/A,6,N/A,N/A,N/A
2609,N/A,5,N/A,2,5,N/A,N/A,N/A,N/A,N/A,N/A,6,8,9,N/A,N/A,8,N/A,N/A,N/A
2610,N/A,N/A,N/A,3,8,N/A,N/A,N/A,N/A,N/A,N/A,4,2,3,N/A,N/A,9,N/A,N/A,N/A
2611,N/A,N/A,N/A,N/A,11,N/A,4,3,N/A,N/A,N/A,6,6,11,N/A,6,6,N/A,1,N/A
2612,N/A,7,N/A,5,N/A,N/A,N/A,10,N/A,N/A,N/A,4,7,10,N/A,9,6,N/A,N/A,N/A
2613,N/A,7,N/A,N/A,N/A,N/A,6,4,N/A,N/A,N/A,5,8,12,N/A,6,6,N/A,N/A,N/A
2614,N/A,7,5,N/A,N/A,N/A,7,7,N/A,N/A,N/A,5,10,11,N/A,8,9,N/A,N/A,N/A
2615,N/A,7,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,6,6,N/A,N/A,N/A
2616,N/A,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,7,6,N/A,N/A,N/A
2617,N/A,7,N/A,10,5,N/A,N/A,8,N/A,N/A,N/A,5,11,11,N/A,10,9,N/A,N/A,N/A
2618,N/A,N/A,N/A,11,10,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,8,N/A,N/A,6,N/A,N/A,N/A
2619,N/A,N/A,N/A,12,11,N/A,N/A,N/A,N/A,N/A,N/A,6,11,10,N/A,N/A,11,N/A,N/A,N/A
2620,N/A,7,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,4,8,N/A,N/A,3,N/A,N/A,N/A
2621,N/A,5,7,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,6,N/A,6,N/A,N/A,6,N/A,N/A,N/A
2622,N/A,5,N/A,3,N/A,N/A,N/A,2,N/A,N/A,N/A,6,9,11,N/A,N/A,6,N/A,N/A,N/A
2623,N/A,7,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,6,9,12,N/A,N/A,4,N/A,N/A,N/A
2624,N/A,5,N/A,5,N/A,N/A,N/A,8,N/A,N/A,N/A,4,N/A,12,N/A,N/A,6,N/A,N/A,N/A
